t_s,cycle,phase,target_deg_s,angle_deg,velocity_deg_s,diag_raw,foc_valid,fault_code,need_calibration,armed
0.038165,1,settle,0.0,-63.809,,,,,,
0.038205,1,settle,0.0,-63.809,0.169,,,,,
0.038218,1,settle,0.0,-63.809,0.169,FB0000021D000000,True,0,False,False
0.088156,1,settle,0.0,-63.818,0.169,FB0000021D000000,True,0,False,False
0.088196,1,settle,0.0,-63.818,-0.169,FB0000021D000000,True,0,False,False
0.138065,1,settle,0.0,-63.818,-0.169,FB0000021D000000,True,0,False,False
0.138091,1,settle,0.0,-63.818,0.000,FB0000021D000000,True,0,False,False
0.188141,1,settle,0.0,-63.814,0.000,FB0000021D000000,True,0,False,False
0.188183,1,settle,0.0,-63.814,0.084,FB0000021D000000,True,0,False,False
0.238089,1,settle,0.0,-63.814,0.084,FB0000021D000000,True,0,False,False
0.238129,1,settle,0.0,-63.814,0.000,FB0000021D000000,True,0,False,False
0.288191,1,settle,0.0,-63.822,0.000,FB0000021D000000,True,0,False,False
0.288274,1,settle,0.0,-63.822,-0.169,FB0000021D000000,True,0,False,False
0.338288,1,settle,0.0,-63.809,-0.169,FB0000021D000000,True,0,False,False
0.338367,1,settle,0.0,-63.809,0.254,FB0000021D000000,True,0,False,False
0.388254,1,settle,0.0,-63.822,0.254,FB0000021D000000,True,0,False,False
0.388329,1,settle,0.0,-63.822,-0.254,FB0000021D000000,True,0,False,False
0.438324,1,settle,0.0,-63.818,-0.254,FB0000021D000000,True,0,False,False
0.438452,1,settle,0.0,-63.818,0.085,FB0000021D000000,True,0,False,False
0.488108,1,settle,0.0,-63.831,0.085,FB0000021D000000,True,0,False,False
0.488187,1,settle,0.0,-63.831,-0.254,FB0000021D000000,True,0,False,False
4.776121,1,foc,,-63.831,-0.254,FB0000021D000000,True,0,False,False
4.776252,1,foc,,0.000,-0.254,FB0000021D000000,True,0,False,False
4.776280,1,foc,,0.000,0.009,FB0000021D000000,True,0,False,False
4.824989,1,foc,,-0.004,0.009,FB0000021D000000,True,0,False,False
4.825070,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
4.875234,1,foc,,0.000,-0.084,FB0000021D000000,True,0,False,False
4.875324,1,foc,,0.000,0.084,FB0000021D000000,True,0,False,False
4.925086,1,foc,,-0.004,0.084,FB0000021D000000,True,0,False,False
4.925140,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
4.974967,1,foc,,-0.008,-0.084,FB0000021D000000,True,0,False,False
4.975002,1,foc,,-0.008,-0.084,FB0000021D000000,True,0,False,False
5.024866,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
5.024905,1,foc,,-0.004,0.084,FB0000021D000000,True,0,False,False
5.074950,1,foc,,-0.013,0.084,FB0000021D000000,True,0,False,False
5.074985,1,foc,,-0.013,-0.169,FB0000021D000000,True,0,False,False
5.125041,1,foc,,0.004,-0.169,FB0000021D000000,True,0,False,False
5.125079,1,foc,,0.004,0.338,FB0000021D000000,True,0,False,False
5.174877,1,foc,,-0.004,0.338,FB0000021D000000,True,0,False,False
5.174899,1,foc,,-0.004,-0.169,FB0000021D000000,True,0,False,False
5.224921,1,foc,,0.000,-0.169,FB0000021D000000,True,0,False,False
5.224943,1,foc,,0.000,0.084,FB0000021D000000,True,0,False,False
5.274931,1,foc,,0.000,0.084,FB0000021D000000,True,0,False,False
5.275221,1,foc,,-0.008,0.084,FB0000021D000000,True,0,False,False
5.275247,1,foc,,-0.008,-0.169,FB0000021D000000,True,0,False,False
5.324914,1,foc,,0.000,-0.169,FB0000021D000000,True,0,False,False
5.324936,1,foc,,0.000,0.169,FB0000021D000000,True,0,False,False
5.375040,1,foc,,-0.004,0.169,FB0000021D000000,True,0,False,False
5.375075,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
5.425005,1,foc,,0.004,-0.084,FB0000021D000000,True,0,False,False
5.425026,1,foc,,0.004,0.169,FB0000021D000000,True,0,False,False
5.474916,1,foc,,-0.004,0.169,FB0000021D000000,True,0,False,False
5.474952,1,foc,,-0.004,-0.169,FB0000021D000000,True,0,False,False
5.524971,1,foc,,0.000,-0.169,FB0000021D000000,True,0,False,False
5.524993,1,foc,,0.000,0.084,FB0000021D000000,True,0,False,False
5.575020,1,foc,,0.004,0.084,FB0000021D000000,True,0,False,False
5.575045,1,foc,,0.004,0.084,FB0000021D000000,True,0,False,False
5.625017,1,foc,,0.004,0.084,FB0000021D000000,True,0,False,False
5.625054,1,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
5.675006,1,foc,,0.000,0.000,FB0000021D000000,True,0,False,False
5.675027,1,foc,,0.000,-0.084,FB0000021D000000,True,0,False,False
5.724975,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
5.725014,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
5.774962,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
5.775230,1,foc,,0.004,-0.084,FB0000021D000000,True,0,False,False
5.775256,1,foc,,0.004,0.169,FB0000021D000000,True,0,False,False
5.824977,1,foc,,0.000,0.169,FB0000021D000000,True,0,False,False
5.825017,1,foc,,0.000,-0.084,FB0000021D000000,True,0,False,False
5.875248,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
5.875301,1,foc,,-0.004,-0.084,FB0000021D000000,True,0,False,False
5.925116,1,foc,,0.000,-0.084,FB0000021D000000,True,0,False,False
5.925156,1,foc,,0.000,0.084,FB0000021D000000,True,0,False,False
5.975120,1,foc,,0.004,0.084,FB0000021D000000,True,0,False,False
5.975170,1,foc,,0.004,0.084,FB0000021D000000,True,0,False,False
6.024907,1,foc,,0.008,0.084,FB0000021D000000,True,0,False,False
6.024946,1,foc,,0.008,0.085,FB0000021D000000,True,0,False,False
6.075042,1,foc,,-0.008,0.085,FB0000021D000000,True,0,False,False
6.075112,1,foc,,-0.008,-0.338,FB0000021D000000,True,0,False,False
6.125089,1,foc,,0.013,-0.338,FB0000021D000000,True,0,False,False
6.125128,1,foc,,0.013,0.423,FB0000021D000000,True,0,False,False
6.175054,1,foc,,0.004,0.423,FB0000021D000000,True,0,False,False
6.175087,1,foc,,0.004,-0.169,FB0000021D000000,True,0,False,False
6.225060,1,foc,,-0.004,-0.169,FB0000021D000000,True,0,False,False
6.225112,1,foc,,-0.004,-0.169,FB0000021D000000,True,0,False,False
6.274943,1,foc,,-0.004,-0.169,FB0000021D000000,True,0,False,False
6.275215,1,foc,,-0.008,-0.169,FB0000021D000000,True,0,False,False
6.275242,1,foc,,-0.008,-0.084,FB0000021D000000,True,0,False,False
6.324959,1,foc,,0.008,-0.084,FB0000021D000000,True,0,False,False
6.325029,1,foc,,0.008,0.338,FB0000021D000000,True,0,False,False
6.375096,1,foc,,-0.004,0.338,FB0000021D000000,True,0,False,False
6.375150,1,foc,,-0.004,-0.254,FB0000021D000000,True,0,False,False
6.424968,1,foc,,0.004,-0.254,FB0000021D000000,True,0,False,False
6.425016,1,foc,,0.004,0.169,FB0000021D000000,True,0,False,False
6.475145,1,foc,,-0.004,0.169,FB0000021D000000,True,0,False,False
6.475195,1,foc,,-0.004,-0.169,FB0000021D000000,True,0,False,False
6.525220,1,foc,,-0.017,-0.169,FB0000021D000000,True,0,False,False
6.525276,1,foc,,-0.017,-0.254,FB0000021D000000,True,0,False,False
6.575067,1,foc,,-0.004,-0.254,FB0000021D000000,True,0,False,False
6.575149,1,foc,,-0.004,0.254,FB0000021D000000,True,0,False,False
6.624928,1,foc,,0.008,0.254,FB0000021D000000,True,0,False,False
6.624970,1,foc,,0.008,0.254,FB0000021D000000,True,0,False,False
6.674951,1,foc,,-0.008,0.254,FB0000021D000000,True,0,False,False
6.674983,1,foc,,-0.008,-0.338,FB0000021D000000,True,0,False,False
6.725056,1,foc,,-0.008,-0.338,FB0000021D000000,True,0,False,False
6.725146,1,foc,,-0.008,0.000,FB0000021D000000,True,0,False,False
6.775163,1,foc,,-0.008,0.000,FB0000021D000000,True,0,False,False
6.775278,1,foc,,0.000,0.000,FB0000021D000000,True,0,False,False
6.775303,1,foc,,0.000,0.169,FB0000021D000000,True,0,False,False
6.825302,1,foc,,0.004,0.169,FB0000021D000000,True,0,False,False
6.825392,1,foc,,0.004,0.084,FB0000021D000000,True,0,False,False
6.875301,1,foc,,-0.004,0.084,FB0000021D000000,True,0,False,False
6.875388,1,foc,,-0.004,-0.169,FB0000021D000000,True,0,False,False
6.925104,1,foc,,0.000,-0.169,FB0000021D000000,True,0,False,False
6.925179,1,foc,,0.000,0.084,FB0000021D000000,True,0,False,False
6.975246,1,foc,,-0.008,0.084,FB0000021D000000,True,0,False,False
6.975333,1,foc,,-0.008,-0.169,FB0000021D000000,True,0,False,False
7.025120,1,settle,0.0,0.004,-0.169,FB0000021D000000,True,0,False,False
7.025185,1,settle,0.0,0.004,0.253,FB0000021D000000,True,0,False,False
7.075345,1,settle,0.0,0.000,0.253,FB0000021D000000,True,0,False,False
7.075469,1,settle,0.0,0.000,-0.084,FB0000021D000000,True,0,False,False
7.125195,1,settle,0.0,0.004,-0.084,FB0000021D000000,True,0,False,False
7.125268,1,settle,0.0,0.004,0.084,FB0000021D000000,True,0,False,False
7.175228,1,settle,0.0,0.000,0.084,FB0000021D000000,True,0,False,False
7.175318,1,settle,0.0,0.000,-0.084,FB0000021D000000,True,0,False,False
7.225076,1,settle,0.0,0.000,-0.084,FB0000021D000000,True,0,False,False
7.225151,1,settle,0.0,0.000,0.000,FB0000021D000000,True,0,False,False
7.275187,1,settle,0.0,0.000,0.000,FB0000021D000000,True,0,False,False
7.275297,1,settle,0.0,-0.004,0.000,FB0000021D000000,True,0,False,False
7.275375,1,settle,0.0,-0.004,-0.084,FB0000021D000000,True,0,False,False
7.325153,1,settle,0.0,-0.008,-0.084,FB0000021D000000,True,0,False,False
7.325227,1,settle,0.0,-0.008,-0.084,FB0000021D000000,True,0,False,False
7.375293,1,settle,0.0,0.000,-0.084,FB0000021D000000,True,0,False,False
7.375368,1,settle,0.0,0.000,0.169,FB0000021D000000,True,0,False,False
7.425125,1,settle,0.0,0.004,0.169,FB0000021D000000,True,0,False,False
7.425218,1,settle,0.0,0.004,0.084,FB0000021D000000,True,0,False,False
7.475242,1,settle,0.0,0.000,0.084,FB0000021D000000,True,0,False,False
7.475327,1,settle,0.0,0.000,-0.084,FB0000021D000000,True,0,False,False
8.561248,1,response,10.0,0.000,-0.084,FB0000021D000002,True,0,False,True
8.561427,1,response,10.0,0.004,-0.084,FB0000021D000002,True,0,False,True
8.561461,1,response,10.0,0.004,0.004,FB0000021D000002,True,0,False,True
8.611269,1,response,10.0,0.211,0.004,FB0000021D000002,True,0,False,True
8.611481,1,response,10.0,0.211,4.141,FB0000021D000002,True,0,False,True
8.661324,1,response,10.0,0.579,4.141,FB0000021D000002,True,0,False,True
8.661586,1,response,10.0,0.579,7.352,FB0000021D000002,True,0,False,True
8.711188,1,response,10.0,0.917,7.352,FB0000021D000002,True,0,False,True
8.711275,1,response,10.0,0.917,6.761,FB0000021D000002,True,0,False,True
8.761326,1,response,10.0,1.238,6.761,FB0000021D000002,True,0,False,True
8.761413,1,response,10.0,1.238,6.423,FB0000021D000002,True,0,False,True
8.811297,1,response,10.0,1.542,6.423,FB0000021D000002,True,0,False,True
8.811388,1,response,10.0,1.542,6.085,FB0000021D000002,True,0,False,True
8.861251,1,response,10.0,1.787,6.085,FB0000021D000002,True,0,False,True
8.861336,1,response,10.0,1.787,4.902,FB0000021D000002,True,0,False,True
8.911237,1,response,10.0,1.969,4.902,FB0000021D000002,True,0,False,True
8.911323,1,response,10.0,1.969,3.634,FB0000021D000002,True,0,False,True
8.961242,1,response,10.0,2.058,3.634,FB0000021D000002,True,0,False,True
8.961328,1,response,10.0,2.058,1.775,FB0000021D000002,True,0,False,True
9.011183,1,response,10.0,2.104,1.775,FB0000021D000002,True,0,False,True
9.011270,1,response,10.0,2.104,0.930,FB0000021D000002,True,0,False,True
